,true,pred
0,16.39,17.669031137460035
1,57.33,54.76192027779638
2,26.45,28.79055402061103
3,60.0,59.40158950966155
4,13.61,14.29041383247851
5,13.94,14.50473408199868
6,35.18,38.3267711873271
7,35.66,38.87674056203501
8,50.34,48.354609902195236
9,12.7,13.153638683002374
10,34.77,37.33445769859115
11,22.03,24.027324093855984
12,21.55,23.08504308822044
13,26.85,28.90099509258975
14,40.74,44.46348674706475
15,33.16,33.00950599153137
16,25.83,28.089365038045717
17,37.22,40.060288813603975
18,32.63,35.30537839626771
19,32.23,28.36103471407993
20,45.25,42.988566472296384
21,22.79,24.3361374832548
22,23.22,24.612683732910323
23,44.56,41.223707812152426
24,37.26,33.91538583488864
25,48.54,52.38381221245521
26,28.04,30.606878801679215
27,12.3,12.963709633515446
28,27.99,23.88930056903867
29,12.04,12.496790764664262
30,43.16,46.692440132834335
31,39.77,43.4124541562298
32,49.69,41.28931695180975
33,17.56,18.67271913201569
34,39.46,40.73491040722591
35,13.22,13.995167801662946
36,17.12,17.596352571417864
37,39.0,42.13971624425882
38,25.5,27.66991452398822
39,29.73,32.518763250870066
40,41.6,38.390371029010765
41,44.09,41.62058453743373
42,32.2,35.223705897922656
43,29.72,31.752276607915082
44,15.6,16.571029391852296
45,29.97,26.529081812106025
46,16.59,17.721687545142675
47,26.5,27.638321807129028
48,16.0,16.47377607098697
49,59.0,56.89725933117809
50,55.85,55.32047750876862
51,27.9,30.114630129028512
52,19.08,20.387792826088006
53,40.8,44.30082033922207
54,16.44,17.655271892160176
55,33.11,35.73483374055995
56,32.38,35.34340508308644
57,19.19,20.706243936141757
58,43.59,40.0581599230793
59,68.83,67.02221927647047
60,59.88,58.68845036112671
61,47.41,45.483941684935715
62,18.58,19.70486422093735
63,26.42,28.63214122785438
64,23.34,25.146333899975005
65,15.85,16.735568841264183
66,47.21,44.89538246114931
67,26.22,28.16153190617694
68,47.53,51.88994634719077
69,17.58,18.503111222265883
70,70.28,70.608727026976
71,52.37,50.76524512219855
72,15.2,16.38366447067208
73,80.01,80.37745669242469
74,36.08,39.26886030624604
75,49.8,53.44478567128604
76,51.75,49.93328559599068
77,18.85,20.038260697086013
78,46.55,44.1128922557821
79,14.65,15.299106325133206
80,38.95,36.00932339385636
81,42.87,39.78449344696149
82,32.98,29.0879887382268
83,25.11,26.93620255272413
84,26.36,28.40506013307614
85,19.17,19.870713549658674
86,57.14,63.38402288379204
87,34.05,30.424326491881445
88,17.15,18.349643131332755
89,42.09,39.42990118954829
90,90.37,88.29527782578394
91,18.31,19.32531343526778
92,39.95,44.22446798420705
93,19.24,20.1976079276456
94,18.25,19.341824529627612
95,23.27,18.447080006987985
96,35.75,38.82376850912138
97,23.09,24.95615316749595
98,30.61,32.88429894228429
99,53.65,51.88994634719077
100,41.8,44.956414008562916
101,31.52,27.11281176065658
102,37.16,40.48962456534518
103,43.44,46.517951483499886
104,38.45,41.685933662172204
105,17.89,18.489599493994795
106,21.56,22.31818100375894
107,31.89,34.30387492254893
108,16.22,16.913240411477293
109,28.1,28.80060614923124
110,14.45,15.092602219047572
111,28.07,30.38323647673511
112,30.13,26.015816747017336
113,25.6,26.865465156453386
114,15.61,16.475968923750525
115,20.53,21.48366151520771
116,28.93,31.69531095483425
117,52.26,50.93654251872766
118,19.27,20.171403482318663
119,15.57,16.448514395389665
120,23.5,25.202305318977388
121,32.84,35.842467333166525
122,21.68,23.43645242475499
123,33.59,35.8719784578865
124,30.15,32.70318860223705
125,19.48,20.025563814066818
126,21.49,22.132313682641424
127,53.75,52.73423148087467
128,56.87,55.347484301457385
129,27.61,29.858532943587853
130,22.88,25.59599912338003
131,49.25,48.13404340346881
132,20.93,22.39923887549542
133,50.76,48.36211040039879
134,18.44,19.340821963622467
135,29.97,32.309127688254605
136,14.88,15.466585344358322
137,43.74,45.19375578253137
138,27.21,29.250650980106126
139,50.26,51.11048614244436
140,10.87,11.321306173558606
141,33.05,35.84108932565486
142,31.81,31.3835496636955
143,14.35,14.809861184534599
144,19.28,20.48916767159826
145,15.6,16.747954245015734
146,39.57,40.21617644451268
147,17.42,17.931750013613478
148,34.02,36.338270202239045
149,18.84,19.974345210171354
150,42.48,42.51669873565832
151,26.17,28.018879324767095
152,32.73,35.34709136994934
153,27.89,30.086612438407887
154,21.41,22.75689862719959
155,31.38,33.64421119291197
156,45.97,50.32177884961432
157,21.17,18.192352497132287
158,35.23,36.75915018815701
