,true,pred
0,32.5,31.864355824230895
1,46.86,44.42555076711851
2,32.5,32.459008735759866
3,28.64,28.14945869323519
4,58.05,55.300565615997705
5,39.5,39.96213635253831
6,42.9,43.649941308465564
7,43.05,38.77050795606832
8,54.74,57.20807301505577
9,26.36,25.963231778620273
10,41.23,44.1814324793909
11,27.11,22.34953267211311
12,31.31,32.277806379338756
13,44.81,42.20422968808413
14,32.5,32.3133217358301
15,25.41,25.219000015280656
16,29.88,29.33058361662309
17,25.5,25.7428644955798
18,27.04,27.44079302527419
19,37.07,38.45597599882405
20,43.8,44.92341988284721
21,18.94,19.248125530005524
22,28.64,28.594228661735333
23,29.0,28.994525570912487
24,49.05,47.79498696133643
25,26.26,26.605651952483143
26,32.07,33.517553633742864
27,34.36,34.026265917525144
28,31.06,32.84786913654201
29,22.2,22.44551644957238
30,23.98,23.866235630207026
31,23.98,23.912391004296662
32,29.32,29.231926207163205
33,36.0,36.22794182081395
34,34.95,35.42825351406467
35,34.09,33.5605553648273
36,35.04,34.59682837336809
37,34.82,30.009241195762158
38,36.0,36.055908153752576
39,47.69,43.896065445840485
40,57.3,53.54910083088463
41,53.51,50.465437483182455
42,33.44,35.2854117573934
43,32.11,32.30905159469178
44,36.0,36.95803592005004
45,42.3,45.15907561388172
46,27.84,29.590989505651503
47,24.42,25.18747392388882
48,31.27,33.76811168744116
49,36.0,37.71750162097953
50,31.08,31.850959896547323
51,34.09,34.112070000755615
52,24.42,24.28182529590675
53,26.81,28.062932317247256
54,41.29,36.39970999094308
55,30.32,31.57980041661115
56,22.11,23.17623895589157
57,57.3,53.276364529445864
58,31.31,32.71838040473984
59,19.78,20.059745735260964
60,32.61,32.704641254540505
61,48.44,47.15344854688755
62,31.48,32.25890318398576
63,14.83,16.183689156509615
64,42.58,44.730066805319055
65,29.21,28.937113379731137
66,48.17,51.976125394921844
67,30.47,30.753550928657912
68,32.5,32.8420105663114
69,39.5,38.84181954508983
70,54.59,58.99554046672592
71,29.88,29.750177926528888
72,31.27,31.355444405482828
73,70.8,63.27411887087523
74,39.54,42.726517346880684
75,23.98,24.13125512686213
76,19.78,20.03389499525216
77,27.68,27.484087239987115
78,29.0,28.53180082147884
79,51.9,47.34743786757162
80,22.61,23.19838967992413
81,21.64,21.90208907161235
82,23.98,23.950829573602636
83,29.0,28.9231945382285
84,43.0,39.047998181166875
85,25.5,25.19739189270226
86,20.64,20.699707328207236
87,26.93,26.03708021115355
88,53.49,51.886136976181994
89,52.4,54.35858246255986
90,26.88,27.69972758606405
91,24.31,24.209397452724755
92,46.5,47.51864022106724
93,32.5,32.66578095615097
94,50.21,47.80167684513279
95,34.09,35.11490040143047
96,25.5,25.293898583980592
97,48.21,50.16692841129102
98,23.98,23.483233799655483
99,39.52,34.882671646406216
100,26.36,25.568317200186005
101,25.5,25.42397282005139
102,27.72,27.591761171211342
103,27.64,27.425414463122685
104,32.61,33.98088303806858
105,38.02,40.44707794399834
106,63.86,63.287303812030714
107,26.88,26.68850529919108
108,35.74,36.12931193506198
109,21.63,21.649469876878314
110,54.34,48.47682595116122
111,27.91,28.304677292675546
112,22.61,23.60959210363181
113,39.5,39.362116489373015
114,27.91,27.511644046953588
115,46.27,48.123995740644055
116,24.33,24.664284525004128
117,27.91,28.17040711350569
118,32.5,32.51892294768394
119,26.93,29.071918080309736
120,30.11,28.99679338994776
121,57.67,56.130979751825215
122,52.69,50.22266989529541
123,49.2,49.87469180264094
124,26.26,27.616874239356115
125,28.64,29.269775500683668
126,37.67,39.212650966899204
127,30.26,30.16965890709784
128,19.78,19.924800474676655
129,33.65,35.06435778534879
130,24.42,24.252453694213344
131,23.58,23.751333278288197
132,25.84,26.321861740435327
133,37.67,39.44342783734739
134,27.86,28.81646524990689
135,29.45,29.389998129907475
136,35.88,30.386001858297135
137,59.01,58.06038775709016
138,24.5,25.58946852693918
139,25.39,25.95156484003469
140,33.44,34.98330385426123
141,38.46,38.68497314128697
142,26.26,26.181186618063837
143,30.14,30.737672667866704
144,30.16,33.613618908302534
145,30.48,30.611751472080496
146,91.0,92.12922843259199
147,26.26,25.94688888593104
148,62.69,60.11914417812417
149,32.5,32.03638949129227
150,34.09,36.528933225813006
151,21.63,21.817307600840632
152,22.29,22.944205271277177
153,52.4,54.75787213838482
154,34.86,35.87784783274698
155,34.85,35.73851910168751
156,34.14,33.69259279170355
157,26.36,26.94575754521429
158,22.37,23.88680145269156
159,24.66,24.72631815988497
160,34.07,28.56290924834304
161,27.02,22.505410973861355
162,24.31,24.188417737229464
163,29.0,28.956762083020962
164,25.34,25.76750132423686
165,25.96,25.942665419124076
166,49.2,50.101272729990065
167,26.36,26.039433835817768
168,23.58,24.03313654733953
169,32.5,32.598645866566045
170,37.67,39.61546150440877
171,34.36,36.42214942708725
172,33.65,34.148471181216884
173,43.77,39.05147991155389
174,59.84,58.79074735325849
175,41.99,38.163645504499605
176,28.45,28.240992638252848
177,27.67,27.41961040329624
178,28.26,28.213186250472358
179,28.48,29.264365646232875
180,48.44,44.30020723952813
181,25.5,25.440756592447624
182,41.08,41.567008626116596
183,36.88,36.00526435293539
184,36.04,37.45241169780205
185,27.64,27.324711828745293
186,48.11,49.80936396474919
187,50.0,49.27312186069667
188,32.5,32.36786899611785
189,44.73,46.337952405869444
190,22.2,22.185367977430786
191,27.91,27.87669109657163
192,39.67,41.63000228300662
193,67.56,71.46469823841193
194,42.73,39.51982902951068
195,24.66,24.474561573941493
196,39.5,33.13610918103143
197,22.11,22.782495385994572
198,36.0,36.290205885885364
199,55.37,53.07211754497685
200,31.27,31.716295512001814
201,54.6,56.18125334343039
202,34.09,34.12046188695373
203,26.36,26.15272429949233
204,27.98,28.520512709162347
205,24.5,24.447496922580957
206,65.4,62.344633969588735
207,29.0,28.600106919601036
208,30.36,29.955224929338883
209,28.45,29.064568494205478
210,24.42,24.593000166651493
211,37.06,40.464970134482265
212,36.11,38.10882113968994
213,41.09,24.33799605202845
214,63.86,63.11946608806839
215,49.2,50.21456319366463
216,36.0,36.80278602538489
217,32.2,33.21055095390615
218,26.88,27.066140178106295
219,27.97,29.010575442961574
220,45.96,47.027964459291454
221,39.72,42.51513529037976
222,30.32,30.79096311398825
223,24.21,24.43641925978088
224,36.71,37.535382145363705
225,42.5,45.02527383812677
226,29.0,28.393334699209927
227,22.44,22.40630484862167
228,25.96,25.63149054837933
229,19.78,20.021307165954987
230,23.85,24.379514603312032
231,29.0,29.019701229506833
232,25.54,25.313457710124602
233,26.81,27.660121779737693
234,39.76,41.38483816764088
235,30.36,29.892285782853016
236,29.0,29.103620091487993
237,25.84,26.287619114228413
238,24.42,23.873647806760857
239,30.26,31.34804383651868
240,34.74,35.00313224885435
241,29.0,28.998721514011542
242,26.36,26.068805437511173
243,19.78,19.882841043686074
244,54.34,51.88812769069535
245,23.39,22.85329973334262
246,24.31,25.975889497428163
247,56.21,53.74459654654892
248,25.41,25.12249332400232
249,29.0,28.473057618092028
250,33.68,32.88925114330937
251,27.02,27.57685884854754
252,35.18,36.186579501681685
253,36.86,37.38048355325975
254,57.3,59.07438564168353
255,23.98,24.04733626488097
256,34.95,34.93732817147489
257,29.29,29.54823005631994
258,22.2,23.037144426539555
259,25.5,24.965444013716805
260,44.27,39.76176530383196
261,27.91,27.805360063887647
262,31.79,31.349948745403093
263,25.84,25.53302443781243
264,42.96,41.51518598068934
265,62.63,60.31956973723467
266,59.79,58.173826616843236
267,56.22,54.92032322307571
268,51.9,51.8183699519697
269,57.3,59.38068948791476
270,23.85,24.61448741685928
271,29.0,28.69963854544116
272,60.31,59.766985277504595
273,31.08,32.06914893769834
274,23.09,23.029997746917964
275,57.3,60.56814138494816
276,30.32,30.346868226902558
277,44.14,41.0303140347674
278,30.32,31.66371927859231
279,70.78,68.76411091930055
280,55.0,59.35432313314804
281,58.17,58.52423708470234
282,36.0,36.013948722761995
283,27.91,28.857866700336746
284,34.09,35.42540019076076
285,29.0,28.791949293620434
286,30.32,30.661563959331907
287,25.39,26.450882068822587
288,22.01,22.00885749123155
289,26.23,26.43942234524821
290,48.36,44.188833048355036
291,36.0,36.29088096729982
292,22.01,22.378775565363103
293,29.0,28.734377098770892
294,22.29,22.859611327881563
295,49.62,45.673791092456234
296,25.41,25.302918877261813
297,23.12,23.58225411926623
298,45.24,43.43296970621055
299,44.73,41.5763292390991
300,47.69,44.25204552784596
301,25.5,25.520479511329725
302,24.52,24.521228254260507
303,22.29,22.591746050956306
304,26.6,27.054574961267875
305,29.0,29.007113400209658
306,41.13,42.92728637247955
307,22.2,22.600766344237528
308,25.84,26.87992217261004
309,27.67,28.032218095758704
310,32.5,32.72032821643872
311,33.85,33.57946233169717
312,30.32,31.387462115468935
313,44.89,48.294475801382205
314,54.6,54.01614670431647
315,29.0,28.338787438922175
316,25.84,26.11206458548243
317,57.73,55.37366476907727
318,24.52,24.588363343845437
319,58.26,58.150169741803076
320,27.91,28.908893098939892
321,50.0,52.38573938953724
322,30.32,30.971388667247744
323,43.11,39.938634928665174
324,31.08,31.368426440155655
325,34.04,39.03262314655962
326,22.62,23.002042963058962
327,27.68,28.562444616445013
328,35.38,35.809413026181375
329,29.45,30.31310561170023
330,38.46,38.22341940039059
331,55.8,47.18111437466233
332,31.79,32.91083957825266
333,33.97,35.3227381370948
334,30.11,31.826030047250107
335,43.05,42.36816826110442
336,34.86,35.39531437635531
337,39.79,41.3214619129649
338,21.63,21.934794007614254
339,32.61,32.75079662863014
340,30.26,29.62838224731936
341,40.6,35.92059567448886
342,22.45,22.438385149057346
343,54.14,53.645759445785735
344,32.61,32.54939135987536
